,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,neighborhood,year_remod/add,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,foundation,bsmt_cond,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,totrms_abvgrd,functional,garage_type,garage_cond,paved_drive,wood_deck_sf,sale_type,saleprice,exter_qual_cond,overall_qual_cond,bsmt,heatingmod,kitchen_and_qual,fireplaces_and_qual,garage,porch_total,age
1688,70,RL,79.0,11526,Pave,None,Crawfor,1994,MetalSd,MetalSd,None,0.0,BrkTil,TA,1423,748,384,2555,0.0,0.0,2,11,7,Detchd,TA,Y,431,WD ,191000,9,42,5880.0,0.6049962735380704,3,4,12096.0,0,86
1689,30,RM,70.0,5684,Pave,None,OldTown,2005,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,813,0,0,813,0.0,0.0,1,5,8,Detchd,Fa,N,0,WD ,110000,9,48,4878.0,1.512490683845176,4,0,540.0,113,76
1690,60,RL,0.0,11885,Pave,None,CollgCr,2001,VinylSd,VinylSd,BrkFace,108.0,PConc,TA,1299,573,0,1872,1.0,0.0,2,7,8,BuiltIn,TA,Y,160,WD ,261500,12,40,25236.0,1.512490683845176,5,3,6372.0,122,8
1691,20,RL,80.0,9600,Pave,None,NAmes,1956,MetalSd,MetalSd,None,0.0,CBlock,TA,1050,0,0,1050,0.0,0.0,1,5,8,Attchd,TA,Y,0,WD ,128900,9,30,6300.0,1.2099925470761408,3,0,1014.0,0,53
1692,60,RL,114.0,17242,Pave,None,NoRidge,1994,MetalSd,MetalSd,BrkFace,738.0,PConc,TA,1933,1567,0,3500,1.0,0.0,3,11,8,Attchd,TA,Y,870,WD ,584500,16,45,44854.0,1.512490683845176,5,3,17262.0,296,13
1693,20,RL,75.0,10215,Pave,None,Edwards,1954,Wd Sdng,Wd Sdng,BrkFace,132.0,PConc,TA,948,0,0,948,0.0,0.0,1,5,8,Attchd,TA,Y,0,WD ,111000,9,20,6168.0,1.512490683845176,3,0,744.0,0,53
1694,50,RL,60.0,8550,Pave,None,BrkSide,1950,HdBoard,HdBoard,None,0.0,PConc,TA,960,356,0,1316,0.0,0.0,1,7,8,Detchd,TA,Y,0,ConLw,90000,9,25,3000.0,0.9074944103071056,3,0,3456.0,0,81
1695,60,RL,0.0,18450,Pave,None,NAmes,1979,Plywood,Plywood,BrkCmn,113.0,CBlock,TA,1465,915,0,2380,0.0,0.0,2,7,2,CarPort,TA,Y,0,WD ,129000,12,30,7071.0,0.9074944103071056,3,1,3576.0,265,42
1696,20,RL,0.0,14778,Pave,None,Crawfor,2006,HdBoard,HdBoard,BrkFace,72.0,CBlock,TA,1640,0,0,1640,1.0,0.0,1,7,8,Detchd,TA,Y,108,WD ,224000,12,42,8504.0,1.512490683845176,4,4,5544.0,216,54
1697,160,FV,30.0,3180,Pave,Pave,Somerst,2005,MetalSd,MetalSd,None,0.0,PConc,TA,600,600,0,1200,1.0,0.0,2,5,8,Detchd,TA,Y,0,WD ,165000,12,30,5580.0,1.512490683845176,4,0,5760.0,166,3
1698,70,RM,52.0,3068,Pave,Grvl,OldTown,1993,VinylSd,VinylSd,None,0.0,BrkTil,TA,662,662,0,1324,0.0,1.0,1,6,8,Detchd,TA,Y,0,WD ,122000,12,48,3972.0,1.512490683845176,3,0,540.0,0,90
1700,60,RL,104.0,13518,Pave,None,NridgHt,2009,VinylSd,VinylSd,Stone,860.0,PConc,TA,1966,1174,0,3140,0.0,0.0,3,11,8,BuiltIn,TA,Y,144,New,485000,15,45,19260.0,1.512490683845176,5,8,22140.0,78,1
1701,50,RM,90.0,33120,Pave,None,OldTown,1962,BrkFace,Wd Sdng,None,0.0,CBlock,TA,1611,875,0,2486,0.0,0.0,2,8,8,Detchd,TA,Y,0,WD ,220000,9,30,9570.0,0.9074944103071056,3,4,3456.0,0,44
1702,60,RL,0.0,13142,Pave,None,CollgCr,1997,VinylSd,VinylSd,BrkFace,128.0,PConc,TA,872,899,0,1771,1.0,0.0,2,6,8,Attchd,TA,Y,0,WD ,215700,9,30,8288.0,1.512490683845176,4,0,7200.0,96,11
1703,20,RL,107.0,11362,Pave,None,NridgHt,2005,MetalSd,MetalSd,Stone,42.0,PConc,TA,1836,0,0,1836,1.0,0.0,2,7,8,Attchd,TA,Y,125,WD ,280000,12,40,32564.0,1.512490683845176,4,4,23274.0,185,5
1704,20,RL,92.0,10845,Pave,None,NridgHt,2004,VinylSd,VinylSd,BrkFace,504.0,PConc,TA,1575,0,0,1575,1.0,0.0,2,7,8,Attchd,TA,Y,216,WD ,284000,12,40,23350.0,1.512490683845176,4,3,19764.0,28,5
1705,180,RM,21.0,1936,Pave,None,MeadowV,1970,CemntBd,CmentBd,None,0.0,CBlock,TA,630,0,0,630,1.0,0.0,1,3,8,None,None,Y,0,WD ,84500,9,24,11078.0,1.2099925470761408,3,0,0.0,0,37
1706,20,RL,80.0,9760,Pave,None,NAmes,1984,Wd Sdng,Wd Sdng,BrkFace,218.0,CBlock,TA,1395,0,0,1395,1.0,0.0,1,7,7,Attchd,TA,Y,657,WD ,192000,9,42,25114.0,0.9074944103071056,3,3,5280.0,240,47
1707,70,RM,66.0,3960,Pave,Grvl,OldTown,1950,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,502,502,0,1004,0.0,0.0,1,5,8,Detchd,TA,N,280,WD ,105000,9,56,3012.0,0.9074944103071056,4,1,400.0,0,76
1708,20,RL,70.0,9100,Pave,None,CollgCr,2005,VinylSd,VinylSd,None,0.0,PConc,TA,1836,0,0,1836,0.0,0.0,2,8,8,Attchd,TA,Y,120,WD ,216837,12,35,14928.0,1.512490683845176,4,4,8712.0,33,2
1709,20,RL,80.0,9600,Pave,None,NAmes,1960,MetalSd,MetalSd,BrkFace,203.0,CBlock,TA,1496,0,0,1496,0.0,0.0,2,6,8,Attchd,TA,Y,0,WD ,141500,4,30,7776.0,0.9074944103071056,4,0,5400.0,22,48
1710,20,RL,57.0,9764,Pave,None,Sawyer,2003,VinylSd,VinylSd,None,0.0,CBlock,TA,894,0,0,894,1.0,0.0,1,5,8,Attchd,TA,Y,0,WD ,130000,9,35,6066.0,1.512490683845176,4,0,5400.0,0,41
1711,20,RL,60.0,8430,Pave,None,CollgCr,1978,HdBoard,HdBoard,BrkFace,136.0,CBlock,TA,1040,0,0,1040,0.0,0.0,2,5,8,None,None,Y,0,WD ,124000,9,25,7704.0,0.9074944103071056,3,0,0.0,0,31
1713,20,RL,66.0,12778,Pave,None,NAmes,2003,MetalSd,MetalSd,None,0.0,CBlock,TA,1008,0,0,1008,1.0,0.0,1,4,8,Attchd,TA,Y,0,WD ,139500,9,30,8022.0,1.512490683845176,3,0,1680.0,154,54
1714,20,RL,60.0,8172,Pave,None,Edwards,1955,WdShing,Plywood,None,0.0,CBlock,TA,864,0,0,864,1.0,0.0,1,5,8,Detchd,TA,N,196,COD,79275,9,20,6548.0,0.9074944103071056,3,0,3168.0,0,52
1715,20,RL,64.0,9037,Pave,None,Timber,2006,VinylSd,VinylSd,BrkFace,32.0,PConc,TA,1484,0,0,1484,0.0,0.0,2,6,8,Attchd,TA,Y,120,WD ,265900,12,40,32856.0,1.512490683845176,5,4,5664.0,33,1
1716,30,RL,52.0,6292,Pave,None,SWISU,1950,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,790,0,0,790,0.0,0.0,1,4,8,Detchd,TA,Y,0,WD ,91000,9,30,10368.0,0.9074944103071056,3,0,320.0,141,78
1717,60,RL,85.0,11900,Pave,None,Gilbert,1977,HdBoard,Wd Sdng,BrkFace,157.0,PConc,TA,946,988,0,1934,1.0,0.0,2,6,8,Attchd,TA,P,0,WD ,185000,9,30,9376.0,1.512490683845176,3,3,3402.0,376,32
1718,20,RL,70.0,7945,Pave,None,NAmes,1959,BrkFace,Wd Sdng,None,0.0,CBlock,TA,1150,0,0,1150,1.0,0.0,1,6,8,Attchd,TA,Y,0,WD ,141000,9,30,7764.0,1.512490683845176,3,0,1800.0,0,47
1719,60,RL,134.0,16659,Pave,None,NridgHt,2008,VinylSd,VinylSd,None,0.0,PConc,TA,1582,570,0,2152,0.0,0.0,2,7,8,Detchd,TA,Y,0,New,260116,12,40,12656.0,1.512490683845176,4,4,4368.0,368,0
1720,30,RL,50.0,9340,Pave,None,Edwards,1950,MetalSd,MetalSd,None,0.0,CBlock,TA,672,0,0,672,1.0,0.0,1,4,8,Attchd,TA,N,0,WD ,113000,9,24,4032.0,0.9074944103071056,3,0,702.0,113,68
1721,80,RL,0.0,11454,Pave,None,SawyerW,1995,VinylSd,VinylSd,BrkFace,302.0,PConc,TA,1511,0,0,1511,1.0,0.0,2,6,8,Attchd,TA,Y,168,WD ,225000,12,40,37132.0,1.512490683845176,4,2,21897.0,42,13
1722,30,RL,80.0,8480,Pave,None,NAmes,1950,MetalSd,MetalSd,None,0.0,CBlock,TA,793,0,0,793,1.0,0.0,1,4,8,Detchd,TA,Y,0,WD ,113000,12,30,5458.0,0.9074944103071056,2,0,720.0,0,64
1723,80,RL,65.0,6305,Pave,None,Edwards,1975,Plywood,Plywood,None,0.0,CBlock,TA,1096,0,0,1096,1.0,0.0,1,5,8,Detchd,TA,Y,0,WD ,125200,9,36,16032.0,0.9074944103071056,3,2,1056.0,0,35
1724,60,RL,82.0,9709,Pave,None,NridgHt,2007,VinylSd,VinylSd,Stone,120.0,PConc,TA,958,1142,0,2100,1.0,0.0,2,8,8,BuiltIn,TA,Y,172,New,319500,15,40,25828.0,1.512490683845176,5,8,21222.0,104,0
1725,50,RL,60.0,10930,Pave,Grvl,NAmes,1950,MetalSd,MetalSd,None,0.0,CBlock,TA,1048,510,0,1558,1.0,0.0,1,6,8,Attchd,TA,Y,0,WD ,140000,9,30,6058.0,0.9074944103071056,3,3,864.0,0,63
1726,20,RL,0.0,50102,Pave,None,Timber,1958,Plywood,Plywood,None,0.0,CBlock,TA,1650,0,0,1650,1.0,0.0,1,6,8,Attchd,TA,Y,0,WD ,250764,9,30,41316.0,0.9074944103071056,3,8,3108.0,138,48
1727,60,RL,74.0,8899,Pave,None,NridgHt,2007,VinylSd,VinylSd,Stone,108.0,PConc,TA,948,1140,0,2088,0.0,0.0,2,10,8,BuiltIn,TA,Y,100,WD ,250000,15,40,22512.0,1.512490683845176,4,4,17712.0,24,1
1728,60,RL,65.0,10237,Pave,None,Gilbert,2006,VinylSd,VinylSd,None,0.0,PConc,TA,768,768,0,1536,0.0,0.0,2,6,8,Attchd,TA,Y,100,WD ,176000,12,30,6144.0,1.512490683845176,4,4,7200.0,38,2
1729,20,RL,80.0,9736,Pave,None,NAmes,1969,Wd Sdng,Wd Sdng,BrkFace,289.0,CBlock,TA,1721,0,0,1721,0.0,0.0,1,8,8,Attchd,TA,Y,0,WD ,174850,9,36,8654.0,1.2099925470761408,3,9,2784.0,0,50
1730,160,RL,24.0,2364,Pave,None,NPkVill,1978,Plywood,Brk Cmn,None,0.0,CBlock,TA,804,744,0,1548,0.0,1.0,2,7,8,Detchd,TA,Y,108,WD ,147000,9,30,6752.0,0.9074944103071056,3,3,2640.0,0,31
1731,120,RL,55.0,7892,Pave,None,SawyerW,1979,Plywood,Plywood,None,0.0,CBlock,TA,918,0,0,918,0.0,0.0,2,5,8,Attchd,TA,Y,28,WD ,99500,9,30,7344.0,0.9074944103071056,3,3,792.0,0,31
1732,60,RL,95.0,12350,Pave,None,NridgHt,2009,VinylSd,VinylSd,None,0.0,PConc,TA,1365,1325,0,2690,1.0,0.0,2,8,8,Attchd,TA,Y,0,New,398800,12,45,14636.0,1.512490683845176,5,4,15552.0,197,0
1733,60,RL,62.0,7917,Pave,None,Gilbert,2000,VinylSd,VinylSd,None,0.0,PConc,TA,953,694,0,1647,0.0,0.0,2,7,8,Attchd,TA,Y,0,WD ,175000,9,30,7624.0,1.512490683845176,3,3,5520.0,40,8
1734,20,RL,60.0,7200,Pave,None,NAmes,1954,MetalSd,MetalSd,None,0.0,CBlock,TA,825,0,0,825,0.0,1.0,1,4,8,Attchd,TA,Y,0,WD ,109500,9,35,4950.0,0.9074944103071056,3,0,1050.0,0,54
1735,20,RL,0.0,12155,Pave,None,NAmes,1970,Plywood,Plywood,None,0.0,CBlock,TA,1657,0,0,1657,0.0,1.0,2,7,8,Attchd,TA,Y,0,WD ,163500,9,18,10782.0,1.2099925470761408,3,3,2904.0,147,37
1736,30,RL,0.0,7446,Pave,None,BrkSide,1950,WdShing,Wd Shng,None,0.0,CBlock,TA,788,0,0,788,0.0,0.0,1,4,8,None,None,Y,0,WD ,100000,9,20,4728.0,0.9074944103071056,3,6,0.0,0,65
1737,60,RL,105.0,11025,Pave,None,NoRidge,1993,HdBoard,ImStucc,BrkFace,692.0,PConc,TA,1520,1306,0,2826,1.0,0.0,2,9,8,Attchd,TA,Y,177,WD ,334000,12,40,37708.0,1.512490683845176,4,9,15984.0,208,14
1738,20,RL,65.0,7832,Pave,None,Sawyer,1968,HdBoard,HdBoard,None,0.0,CBlock,TA,864,0,0,864,1.0,0.0,1,4,8,Detchd,TA,Y,226,WD ,137250,9,25,7509.0,1.512490683845176,3,0,840.0,0,42
1739,60,RL,134.0,19378,Pave,None,Gilbert,2006,VinylSd,VinylSd,BrkFace,456.0,PConc,TA,1392,1070,0,2462,1.0,0.0,2,9,8,Attchd,TA,Y,239,New,320000,12,35,22158.0,1.512490683845176,4,4,6912.0,300,1
1740,20,RL,0.0,9830,Pave,None,NAmes,2006,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,1287,0,0,1287,1.0,0.0,1,7,8,Detchd,TA,Y,364,WD ,162000,12,35,6522.0,1.512490683845176,4,4,10368.0,199,51
1741,20,FV,0.0,4403,Pave,None,Somerst,2009,MetalSd,MetalSd,Stone,432.0,PConc,TA,1478,0,0,1478,1.0,0.0,2,7,8,Attchd,TA,Y,0,New,222000,15,35,38898.0,1.512490683845176,4,4,8712.0,144,1
1742,60,RL,0.0,8174,Pave,None,Gilbert,2003,VinylSd,VinylSd,None,0.0,PConc,TA,698,644,0,1342,1.0,0.0,2,7,8,Attchd,TA,Y,100,WD ,178000,12,35,6572.0,1.512490683845176,4,3,7074.0,56,6
1743,30,RM,60.0,7200,Pave,None,OldTown,1992,MetalSd,MetalSd,Stone,294.0,CBlock,TA,804,0,0,804,1.0,0.0,1,4,8,Attchd,TA,Y,0,WD ,119000,12,35,5238.0,0.9074944103071056,4,8,720.0,0,70
1744,60,RL,69.0,7590,Pave,None,NAmes,1962,VinylSd,VinylSd,BrkFace,288.0,CBlock,TA,876,936,0,1812,0.0,0.0,2,8,8,Attchd,TA,Y,0,WD ,169500,9,25,6264.0,0.9074944103071056,3,3,1584.0,168,45
1745,60,RL,0.0,8795,Pave,None,Gilbert,2000,VinylSd,VinylSd,None,0.0,PConc,TA,980,1276,0,2256,0.0,0.0,2,8,8,BuiltIn,TA,Y,224,WD ,236000,12,35,8216.0,1.512490683845176,4,3,9972.0,54,9
1746,120,RM,44.0,3843,Pave,None,Crawfor,2008,CemntBd,CmentBd,Stone,186.0,PConc,TA,1648,0,0,1648,1.0,1.0,2,5,8,Attchd,TA,Y,162,New,294464,15,40,43176.0,1.512490683845176,5,4,9450.0,206,1
1747,60,RL,85.0,11075,Pave,None,NAmes,1969,HdBoard,HdBoard,None,0.0,CBlock,TA,1092,1020,0,2112,0.0,0.0,2,9,8,Attchd,TA,Y,280,WD ,206900,9,30,7564.0,0.9074944103071056,3,8,3456.0,0,39
1748,60,RL,76.0,10142,Pave,None,SawyerW,2004,VinylSd,VinylSd,None,0.0,PConc,TA,956,1128,0,2084,1.0,0.0,2,8,8,BuiltIn,TA,Y,0,WD ,233000,12,35,8960.0,1.512490683845176,4,0,7416.0,45,6
1749,30,RM,56.0,7741,Pave,Grvl,OldTown,1950,MetalSd,MetalSd,None,0.0,BrkTil,Fa,1032,0,0,1032,0.0,0.0,1,5,8,Detchd,TA,Y,0,COD,108000,9,30,6335.0,1.2099925470761408,3,0,840.0,0,82
1750,60,RL,65.0,8139,Pave,None,Gilbert,1996,VinylSd,VinylSd,BrkFace,119.0,PConc,TA,680,790,0,1470,0.0,0.0,2,7,8,BuiltIn,TA,Y,192,WD ,165000,9,30,5916.0,1.2099925470761408,3,3,7560.0,49,13
1751,20,RL,45.0,8982,Pave,None,CollgCr,1977,CemntBd,CmentBd,None,0.0,CBlock,TA,1040,0,0,1040,0.0,0.0,1,5,8,Detchd,TA,Y,0,WD ,134900,9,25,21187.0,0.9074944103071056,3,0,4488.0,0,30
1752,45,RM,51.0,6120,Pave,None,BrkSide,1950,AsbShng,AsbShng,None,0.0,BrkTil,TA,884,0,0,884,0.0,0.0,1,5,8,Detchd,TA,Y,0,WD ,113000,12,35,5304.0,1.512490683845176,3,0,720.0,0,68
1753,20,RL,70.0,16561,Pave,None,CollgCr,1996,VinylSd,VinylSd,None,0.0,PConc,TA,1097,0,0,1097,1.0,0.0,1,6,8,Attchd,TA,Y,306,WD ,147900,9,25,9325.0,1.512490683845176,3,0,726.0,0,11
1754,30,RL,56.0,4060,Pave,None,Edwards,1950,Wd Sdng,Wd Sdng,None,0.0,PConc,TA,864,0,0,864,0.0,0.0,1,4,8,None,None,Y,0,WD ,99900,9,40,3456.0,1.512490683845176,3,0,0.0,96,87
1755,160,RL,24.0,2308,Pave,None,NPkVill,1975,Plywood,Brk Cmn,None,0.0,CBlock,TA,855,601,0,1456,0.0,0.0,2,7,8,Attchd,TA,Y,0,WD ,143000,9,36,6538.0,1.2099925470761408,3,0,5520.0,0,33
1756,50,RM,52.0,6240,Pave,None,BrkSide,1950,Wd Sdng,Wd Sdng,None,0.0,PConc,TA,816,0,360,1176,0.0,0.0,1,6,8,Detchd,TA,Y,112,WD ,114500,9,36,4896.0,0.9074944103071056,3,4,3168.0,0,72
1757,20,RL,0.0,8789,Pave,None,Sawyer,1967,VinylSd,VinylSd,None,0.0,CBlock,TA,941,0,0,941,0.0,0.0,1,6,8,Attchd,TA,Y,64,WD ,129200,9,30,8967.0,0.9074944103071056,3,1,864.0,0,39
1758,120,RM,64.0,5587,Pave,None,Crawfor,2008,CemntBd,CmentBd,Stone,186.0,PConc,TA,1652,0,0,1652,1.0,1.0,2,5,8,Attchd,TA,Y,162,New,392500,15,40,43280.0,1.512490683845176,4,4,8676.0,206,0
1759,70,RL,66.0,9042,Pave,None,Crawfor,2006,CemntBd,CmentBd,None,0.0,Stone,Gd,1188,1152,0,2340,0.0,0.0,2,9,8,Attchd,TA,Y,0,WD ,266500,20,63,7737.0,1.512490683845176,4,8,1512.0,60,69
1760,80,RL,57.0,8923,Pave,None,Gilbert,1998,VinylSd,VinylSd,None,0.0,PConc,TA,751,631,0,1382,0.0,0.0,2,7,8,BuiltIn,TA,Y,256,WD ,177500,12,35,3450.0,1.2099925470761408,3,3,7128.0,0,11
1761,20,RL,75.0,12518,Pave,None,Mitchel,1968,HdBoard,HdBoard,BrkFace,182.0,CBlock,TA,1008,0,0,1008,0.0,0.0,1,6,8,Attchd,TA,Y,144,WD ,139500,9,35,7112.0,1.2099925470761408,4,0,1152.0,0,41
1762,60,RL,85.0,11069,Pave,None,CollgCr,2007,VinylSd,VinylSd,None,0.0,PConc,TA,608,788,0,1396,0.0,0.0,2,6,8,BuiltIn,TA,Y,100,WD ,170000,12,30,4864.0,1.512490683845176,4,4,7920.0,36,2
1763,60,RL,80.0,8800,Pave,None,NAmes,1997,MetalSd,MetalSd,BrkFace,306.0,CBlock,TA,845,1309,0,2154,0.0,0.0,2,8,8,Attchd,TA,Y,0,WD ,224500,12,42,5898.0,1.512490683845176,3,4,6468.0,161,43
1764,60,RL,96.0,13262,Pave,None,NridgHt,2004,VinylSd,VinylSd,Stone,186.0,PConc,TA,1105,1295,0,2400,0.0,0.0,3,10,8,BuiltIn,TA,Y,114,WD ,290000,12,40,8656.0,1.512490683845176,4,4,19710.0,40,6
1765,50,RM,0.0,7758,Pave,None,IDOTRR,1950,Stucco,Stucco,BrkFace,600.0,PConc,TA,1226,592,0,1818,0.0,0.0,1,7,8,Detchd,TA,Y,0,WD ,169500,6,28,6016.0,1.512490683845176,3,6,720.0,184,76
1766,20,RL,43.0,12118,Pave,None,Mitchel,2005,VinylSd,VinylSd,Stone,108.0,PConc,TA,1710,0,0,1710,0.0,0.0,2,7,8,Attchd,TA,Y,100,WD ,240000,12,35,34200.0,1.512490683845176,4,4,9900.0,228,5
1767,20,RL,80.0,9600,Pave,None,NAmes,1955,HdBoard,HdBoard,BrkFace,176.0,CBlock,TA,1150,0,0,1150,1.0,0.0,1,6,8,Attchd,TA,Y,0,WD ,144000,12,30,6836.0,1.512490683845176,3,0,2592.0,175,52
1768,60,RL,100.0,9500,Pave,None,NAmes,1978,VinylSd,VinylSd,BrkCmn,272.0,CBlock,TA,1127,850,0,1977,0.0,1.0,1,9,8,Attchd,TA,Y,0,WD ,165000,9,36,4896.0,0.9074944103071056,3,3,6480.0,52,43
1769,120,RL,50.0,7175,Pave,None,SawyerW,1991,Plywood,ImStucc,None,0.0,PConc,TA,1332,0,0,1332,0.0,0.0,2,5,8,Attchd,TA,Y,0,WD ,145000,12,30,10656.0,1.2099925470761408,4,0,6504.0,60,19
1770,20,RL,0.0,11200,Pave,None,Edwards,1964,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,1298,0,0,1298,0.0,0.0,2,5,8,Detchd,Fa,N,0,COD,114000,6,15,15000.0,1.512490683845176,3,0,3024.0,144,46
1771,20,RL,110.0,14226,Pave,None,NridgHt,2006,VinylSd,VinylSd,BrkFace,375.0,PConc,TA,1973,0,0,1973,0.0,0.0,2,9,8,Attchd,TA,Y,315,New,395000,12,40,46440.0,1.2099925470761408,4,4,24165.0,45,1
1772,160,RM,24.0,2760,Pave,None,BrDale,1973,HdBoard,HdBoard,BrkFace,514.0,CBlock,TA,525,567,0,1092,0.0,0.0,1,6,8,Detchd,TA,Y,0,WD ,105500,9,30,3150.0,0.9074944103071056,3,0,2640.0,0,33
1773,60,RL,85.0,11050,Pave,None,Mitchel,1999,VinylSd,VinylSd,None,0.0,PConc,TA,1036,880,0,1916,1.0,0.0,2,8,8,Attchd,TA,Y,0,WD ,254900,12,40,9622.0,1.512490683845176,4,3,6669.0,70,12
1774,20,RL,60.0,7200,Pave,None,NAmes,1950,WdShing,Wd Shng,None,0.0,CBlock,TA,1238,0,0,1238,0.0,0.0,1,6,6,Attchd,TA,Y,0,WD ,102000,9,15,4752.0,0.6049962735380704,3,3,1071.0,171,57
1775,60,RL,79.0,12420,Pave,None,CollgCr,2001,VinylSd,VinylSd,None,0.0,PConc,TA,944,896,0,1840,1.0,0.0,2,6,8,Attchd,TA,Y,0,WD ,230000,12,35,8884.0,1.512490683845176,4,0,7464.0,45,8
1776,70,RM,51.0,6120,Pave,None,BrkSide,2004,MetalSd,MetalSd,None,0.0,BrkTil,TA,939,574,0,1513,0.0,0.0,1,8,8,Detchd,Fa,N,24,WD ,137500,9,40,11268.0,1.512490683845176,3,0,360.0,0,87
1777,30,RL,55.0,7111,Pave,None,BrkSide,1983,WdShing,Wd Shng,None,0.0,BrkTil,TA,1143,0,0,1143,0.0,0.0,1,5,8,Detchd,TA,Y,265,WD ,138000,16,35,5915.0,0.9074944103071056,3,1,864.0,0,80
1778,80,RL,66.0,19255,Pave,None,SawyerW,1983,Wd Sdng,Wd Sdng,BrkFace,100.0,CBlock,TA,1338,0,0,1338,0.0,0.0,1,5,6,Attchd,TA,Y,0,WD ,156500,12,30,9150.0,1.2099925470761408,4,1,3456.0,0,26
1779,20,RL,70.0,8120,Pave,None,NAmes,1970,MetalSd,MetalSd,None,0.0,CBlock,TA,864,0,0,864,0.0,0.0,1,5,8,Detchd,TA,Y,0,WD ,124500,12,28,5566.0,1.512490683845176,3,0,2778.0,0,39
1780,60,RL,92.0,11952,Pave,None,NWAmes,1977,WdShing,Plywood,None,0.0,CBlock,TA,1161,808,0,1969,0.0,0.0,2,8,8,Attchd,TA,Y,0,WD ,190000,9,42,6464.0,0.9074944103071056,3,4,6408.0,276,30
1781,20,RL,43.0,3182,Pave,None,Blmngtn,2007,VinylSd,VinylSd,BrkFace,16.0,PConc,TA,1266,0,0,1266,0.0,0.0,2,6,8,Attchd,TA,Y,100,WD ,159895,12,35,30384.0,1.512490683845176,4,4,6984.0,16,1
1782,70,RL,51.0,9842,Pave,None,SWISU,1998,MetalSd,Wd Sdng,None,0.0,BrkTil,Fa,990,1611,0,2601,0.0,0.0,3,8,8,BuiltIn,TA,Y,183,WD ,189000,9,30,3672.0,1.512490683845176,3,0,7452.0,0,87
1783,20,RL,0.0,8020,Pave,None,Sawyer,1964,HdBoard,HdBoard,None,0.0,CBlock,TA,912,0,0,912,0.0,0.0,1,6,8,None,None,Y,0,WD ,124000,9,30,6760.0,0.9074944103071056,3,0,0.0,0,42
1784,20,RL,0.0,11341,Pave,None,Sawyer,1996,Wd Sdng,Wd Sdng,BrkFace,180.0,CBlock,TA,1392,0,0,1392,1.0,0.0,1,5,5,Detchd,TA,Y,0,WD ,121500,9,30,12438.0,0.9074944103071056,3,4,3168.0,95,53
1785,90,RL,76.0,12436,Pave,None,NAmes,1957,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,1824,0,0,1824,0.0,0.0,2,9,8,Detchd,TA,Y,0,WD ,146000,9,25,10944.0,0.6049962735380704,6,0,2904.0,0,51
1786,60,RL,75.0,12192,Pave,None,CollgCr,2001,VinylSd,VinylSd,None,0.0,PConc,TA,928,895,0,1823,1.0,0.0,2,6,8,Attchd,TA,Y,192,WD ,235000,12,35,8750.0,1.512490683845176,4,0,7512.0,36,8
1787,120,RM,44.0,3842,Pave,None,Crawfor,2005,CemntBd,CmentBd,Stone,186.0,PConc,TA,1646,0,0,1646,1.0,1.0,2,5,8,Attchd,TA,Y,128,WD ,300000,12,40,41864.0,1.512490683845176,4,4,9450.0,208,2
1788,160,RM,21.0,1936,Pave,None,MeadowV,1970,CemntBd,CmentBd,None,0.0,CBlock,TA,546,546,0,1092,0.0,0.0,1,5,8,None,None,Y,0,WD ,90500,9,28,3276.0,1.2099925470761408,3,0,0.0,0,36
1789,90,RL,74.0,13101,Pave,None,NAmes,1965,HdBoard,HdBoard,BrkFace,108.0,CBlock,TA,1728,0,0,1728,0.0,0.0,2,10,8,Detchd,TA,Y,0,WD ,142600,9,25,10137.0,0.9074944103071056,6,0,3456.0,0,43
1790,20,RL,67.0,9808,Pave,None,CollgCr,2002,VinylSd,VinylSd,BrkFace,110.0,PConc,TA,1573,0,0,1573,1.0,0.0,2,6,8,Attchd,TA,Y,0,WD ,227000,12,35,14160.0,1.512490683845176,4,0,6528.0,72,7
1791,90,RL,0.0,8145,Pave,None,Crawfor,1950,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,1240,1240,0,2480,0.0,0.0,2,13,8,Detchd,TA,Y,0,WD ,205000,9,42,5274.0,1.512490683845176,6,8,2400.0,0,69
1792,20,RL,73.0,17227,Pave,None,CollgCr,2000,VinylSd,VinylSd,BrkFace,158.0,PConc,TA,1341,0,0,1341,1.0,0.0,1,5,8,Attchd,TA,Y,240,WD ,246900,12,40,33762.0,1.512490683845176,4,3,5784.0,84,8
1793,70,C (all),60.0,5280,Pave,None,IDOTRR,1950,Wd Sdng,Wd Sdng,None,0.0,Stone,Fa,825,536,0,1361,0.0,0.0,1,6,8,Detchd,TA,Y,0,WD ,89000,9,28,346.0,1.512490683845176,3,0,370.0,123,113
